Ax,Ay,Az,Gx,Gy,Gz,Label
0.341,0.234,0.872,-163.520,286.685,89.014,Roll
-0.132,-0.362,0.163,-216.982,286.685,103.539,Roll
-0.589,-0.601,0.163,-177.931,263.445,77.385,Roll
-0.918,-0.589,-0.290,-111.729,54.967,59.220,Roll
-1.029,-0.635,-0.395,-75.950,-52.334,55.519,Roll
-0.973,-0.707,-0.386,1.085,-281.024,-3.675,Roll
-0.635,-0.660,-0.175,52.640,-286.685,-61.206,Roll
0.178,-0.297,0.282,63.682,-286.685,-79.730,Roll
0.008,-0.391,0.259,19.381,-286.685,-198.581,Roll
1.309,-0.134,0.436,-42.158,-286.685,-197.242,Roll
1.185,-0.640,0.843,58.896,-286.685,-167.020,Roll
1.159,-0.840,1.266,73.588,-249.699,-108.771,Roll
1.425,-0.599,0.389,-35.035,-17.220,-107.371,Roll
1.423,-0.477,0.527,-22.820,146.834,-76.116,Roll
1.060,-0.382,1.053,-36.951,286.685,38.019,Roll
1.044,-0.250,0.890,-79.993,286.685,184.503,Roll
0.428,-0.208,0.478,-60.086,286.685,247.494,Roll
0.196,-0.272,0.203,-10.579,286.685,246.383,Roll
0.004,-0.301,0.494,63.542,286.685,201.810,Roll
-0.048,-0.325,0.232,-28.359,286.685,116.637,Roll
-0.667,-0.214,-0.444,-15.899,286.685,96.906,Roll
-1.305,-0.183,-0.239,7.849,272.930,142.380,Roll
-1.999,0.128,-0.042,-96.416,-124.259,207.926,Roll
-1.641,-0.092,0.239,-170.975,-286.685,27.256,Roll
-0.884,-0.184,0.281,-286.405,-286.685,-127.636,Roll
-0.471,-0.084,0.268,-286.685,-286.685,-194.215,Roll
-0.239,-0.268,0.284,-286.685,-286.685,-286.527,Roll
0.345,-0.696,0.287,-267.295,-286.685,-286.685,Roll
0.929,-0.817,0.097,-52.518,-163.572,-214.655,Roll
1.340,-0.868,0.681,69.886,-125.160,-116.751,Roll
1.470,-0.851,0.498,-17.955,56.936,-61.819,Roll
1.496,-0.633,0.667,21.289,283.281,38.246,Roll
1.413,-0.519,0.579,58.292,286.685,146.738,Roll
0.668,-0.345,0.367,80.526,286.685,275.879,Roll
-0.250,-0.088,-0.050,108.526,286.685,286.624,Roll
-0.637,-0.149,0.076,110.180,286.685,237.519,Roll
-0.631,-0.208,0.226,30.065,286.685,148.146,Roll
-1.184,-0.325,-0.323,5.206,286.685,87.999,Roll
-1.401,-0.289,-0.393,22.584,119.647,15.496,Roll
-1.630,0.015,-0.338,-26.950,-228.077,-81.060,Roll
-1.149,-0.063,0.103,-87.675,-286.685,-217.805,Roll
-0.743,-0.139,-0.015,-139.939,-286.685,-286.055,Roll
-0.202,-0.273,-0.025,-151.533,-286.685,-286.685,Roll
0.354,-0.267,0.058,-219.739,-286.685,-286.685,Roll
0.976,-0.562,0.143,-197.794,-286.685,-286.685,Roll
1.688,-0.875,0.044,-19.574,-285.793,-270.629,Roll
1.753,-0.946,0.480,71.269,-76.650,-87.535,Roll
1.563,-0.749,0.186,41.353,148.505,53.673,Roll
1.122,-0.521,0.347,70.201,250.206,162.208,Roll
1.151,-0.502,0.629,113.768,286.685,279.046,Roll
0.603,-0.417,0.491,155.549,286.685,286.685,Roll
-0.195,0.012,-0.139,171.754,286.685,283.824,Roll
-0.703,-0.214,0.213,139.195,286.685,216.860,Roll
-0.527,-0.243,0.559,29.444,286.685,173.224,Roll
-0.808,-0.321,-0.515,-20.116,286.685,104.799,Roll
-1.248,-0.329,-0.586,16.546,284.944,70.910,Roll
-1.182,-0.329,-0.501,1.881,204.444,58.660,Roll
-1.359,0.005,-0.668,4.541,-81.664,35.350,Roll
-1.676,0.135,-0.306,18.646,-286.685,-61.819,Roll
-0.690,-0.286,0.085,-86.389,-286.685,-235.104,Roll
0.117,-0.450,0.444,-243.346,-286.685,-286.685,Roll
0.032,-0.062,0.012,-286.615,-286.685,-286.685,Roll
-0.119,-0.254,-0.464,-173.145,-286.685,-286.685,Roll
1.423,-0.124,-0.476,121.048,-286.685,-286.685,Roll
1.999,-0.623,1.256,235.051,-221.480,-225.855,Roll
1.666,-0.676,0.731,0.779,-22.391,-154.954,Roll
1.328,-0.567,0.281,31.185,145.906,-66.098,Roll
1.168,-0.426,1.068,44.153,217.735,4.909,Roll
1.373,-0.251,1.277,-55.851,286.685,151.935,Roll
1.126,-0.091,0.679,-142.126,286.685,285.101,Roll
0.831,-0.001,0.054,-70.105,286.685,286.685,Roll
0.312,-0.096,-0.063,-51.625,286.685,286.685,Roll
-0.304,0.099,-0.115,-103.591,286.685,286.685,Roll
-1.047,-0.178,-0.554,-67.926,286.685,233.791,Roll
-1.518,-0.520,-0.506,29.802,284.900,119.481,Roll
-1.568,-0.443,-0.571,17.308,25.847,16.905,Roll
-1.791,0.012,-0.397,-22.628,-215.416,-76.904,Roll
-1.183,0.120,-0.810,-31.334,-286.685,-262.168,Roll
-0.041,-0.187,-0.129,5.617,-286.685,-286.685,Roll
0.209,-0.140,-0.037,-11.778,-286.685,-286.685,Roll
0.754,-0.069,0.670,-36.347,-286.685,-286.685,Roll
1.162,-0.353,0.909,-27.230,-286.685,-286.685,Roll
1.140,-0.835,0.461,76.204,-286.685,-258.388,Roll
1.524,-0.600,0.580,63.989,-195.851,-80.439,Roll
1.466,-0.557,0.421,-21.061,-38.089,-14.096,Roll
1.236,-0.422,0.313,6.615,107.450,49.000,Roll
1.405,-0.385,0.605,11.672,224.385,123.270,Roll
1.363,-0.257,0.780,-5.714,286.685,254.301,Roll
0.668,-0.149,0.351,-34.335,286.685,286.685,Roll
-0.097,-0.027,-0.084,-33.661,286.685,286.685,Roll
-0.411,-0.135,0.231,-31.972,286.685,286.676,Roll
-0.770,-0.246,0.142,-71.234,286.685,254.669,Roll
-1.124,-0.410,-0.403,-21.647,286.685,143.167,Roll
-1.612,-0.485,-0.481,-14.613,192.027,37.039,Roll
-1.817,-0.139,-0.460,-11.541,-183.925,-106.094,Roll
-1.339,0.018,-0.813,11.944,-286.685,-254.678,Roll
-0.087,-0.024,-0.739,69.869,-286.685,-286.685,Roll
0.752,-0.176,0.014,91.464,-286.685,-286.685,Roll
0.782,-0.080,0.706,-30.013,-286.685,-286.685,Roll
1.296,-0.695,0.968,117.591,-286.685,-285.434,Roll
1.894,-0.734,0.805,74.865,-252.114,-204.969,Roll
1.890,-0.764,0.803,-24.570,-64.452,-103.311,Roll
1.594,-0.474,0.616,-38.404,263.323,178.491,Roll
1.499,-0.127,0.746,-4.165,286.685,286.685,Roll
0.451,0.228,-0.265,28.464,286.685,286.685,Roll
-0.352,0.195,-0.344,41.702,286.685,286.685,Roll
-0.980,-0.089,0.353,-26.679,286.685,285.784,Roll
-0.986,-0.248,-0.410,-24.343,286.685,219.354,Roll
-1.282,-0.368,-0.460,74.673,286.606,88.165,Roll
-1.424,-0.313,-0.371,58.730,140.394,-23.205,Roll
-1.269,-0.071,-0.379,41.344,-21.219,-80.106,Roll
-1.273,-0.014,-0.161,41.519,-279.527,-128.432,Roll
-0.842,-0.134,-0.084,56.079,-286.685,-169.251,Roll
-0.302,-0.307,0.343,57.986,-286.685,-166.871,Roll
0.060,-0.331,0.445,-49.840,-286.685,-192.413,Roll
0.391,0.004,0.295,-90.493,-286.685,-248.587,Roll
0.773,-0.356,0.487,56.752,-286.685,-281.094,Roll
1.062,-0.795,1.060,73.588,-286.685,-126.787,Roll
1.402,-0.690,0.226,18.804,-98.070,-104.562,Roll
1.323,-0.470,0.383,63.026,97.781,-70.359,Roll
0.973,-0.292,1.082,59.596,286.685,36.680,Roll
0.871,-0.120,1.359,-12.171,286.685,116.952,Roll
0.631,-0.128,1.143,-59.972,286.685,140.884,Roll
0.182,0.013,0.586,-81.349,286.685,138.898,Roll
-0.217,-0.075,0.286,-62.396,286.685,137.165,Roll
-0.315,-0.307,0.114,-101.614,286.685,100.371,Roll
-0.977,-0.297,-0.477,-78.916,286.685,102.996,Roll
-1.166,-0.400,-0.378,-4.471,286.353,99.365,Roll
-1.103,-0.321,-0.415,12.696,205.214,91.429,Roll
-1.437,-0.086,-0.453,18.235,-44.520,78.619,Roll
-1.411,0.170,-0.293,32.699,-286.405,-6.204,Roll
-0.880,0.011,0.797,-18.743,-286.685,-104.921,Roll
-0.740,-0.194,0.868,-134.820,-286.685,-214.681,Roll
-0.346,-0.184,0.275,-191.538,-286.685,-272.291,Roll
0.073,-0.146,0.085,-125.256,-286.685,-286.685,Roll
0.500,-0.362,-0.201,75.005,-286.685,-284.471,Roll
1.616,-0.361,0.843,214.393,-286.685,-142.511,Roll
1.828,-0.142,0.955,76.825,-286.247,-110.512,Roll
1.440,-0.458,0.427,-16.179,-107.503,-88.375,Roll
0.964,-0.423,0.313,21.962,-17.657,-52.605,Roll
1.215,-0.191,0.760,17.955,117.906,44.030,Roll
1.329,-0.186,1.317,-45.623,286.685,120.015,Roll
1.558,-0.089,1.050,-141.575,286.685,271.110,Roll
1.094,-0.032,0.592,-124.827,286.685,286.685,Roll
-0.104,0.192,-0.736,-13.379,286.685,285.110,Roll
-0.606,-0.187,0.140,72.406,286.685,221.244,Roll
-0.504,-0.275,0.561,57.645,286.685,116.743,Roll
-1.022,-0.486,-0.249,19.827,286.685,50.803,Roll
-1.065,-0.475,-0.429,30.083,286.685,-7.429,Roll
-1.260,-0.148,-0.412,-22.304,84.726,-47.591,Roll
-1.274,-0.064,-0.980,-15.496,-212.144,-76.562,Roll
-1.295,0.111,-0.619,73.229,-286.685,-93.616,Roll
-0.677,-0.178,0.648,92.566,-286.685,-142.389,Roll
0.113,-0.431,0.317,-10.938,-286.685,-136.964,Roll
0.283,-0.316,0.302,-14.849,-286.685,-177.310,Roll
0.573,-0.026,0.025,-5.031,-286.685,-273.166,Roll
0.754,0.049,0.202,102.926,-286.685,-281.969,Roll
1.160,-0.457,0.687,116.445,-286.685,-217.735,Roll
1.634,-0.135,0.915,99.120,-286.685,-272.090,Roll
1.338,-0.351,0.438,-25.673,-67.323,-136.246,Roll
1.360,-0.077,0.087,6.352,92.750,-29.278,Roll
1.251,-0.024,0.079,51.511,123.463,60.357,Roll
1.600,0.021,1.057,52.623,219.791,120.085,Roll
1.499,-0.161,0.833,-19.084,286.685,186.673,Roll
1.205,-0.155,0.790,-48.554,286.685,239.803,Roll
0.535,-0.175,1.013,-56.079,286.685,270.025,Roll
0.145,0.096,0.184,-77.175,286.685,254.327,Roll
-0.661,-0.175,0.920,-60.743,286.685,191.992,Roll
0.402,-0.301,0.065,-160.702,286.685,163.012,Roll
-0.136,-0.184,-0.502,-127.689,286.685,117.311,Roll
-1.317,-0.200,-0.807,-121.686,286.685,40.364,Roll
-1.181,-0.259,-0.734,-39.917,227.395,68.915,Roll
-0.891,-0.026,-0.440,24.789,82.241,-30.406,Roll
-0.905,0.097,-0.961,97.536,-72.739,-22.724,Roll
-1.846,-0.016,-0.306,168.114,-245.822,26.416,Roll
-1.405,-0.243,0.526,123.821,-286.685,-98.700,Roll
-0.616,-0.365,0.586,-6.108,-286.685,-210.831,Roll
-0.388,-0.279,0.455,-125.720,-286.685,-253.417,Roll
-0.045,-0.160,-0.045,-111.632,-286.685,-286.685,Roll
-0.095,-0.382,0.285,-7.796,-286.685,-286.685,Roll
0.762,-0.368,0.446,-35.219,-286.685,-269.386,Roll
1.329,-0.423,-0.126,-33.513,-286.685,-190.531,Roll
1.478,-0.535,0.134,9.415,-269.027,-66.666,Roll
1.035,-0.524,0.230,37.091,-132.738,36.724,Roll
0.838,-0.461,0.135,31.544,-63.368,89.740,Roll
0.828,-0.470,0.110,30.389,-32.681,95.279,Roll
0.997,-0.483,0.110,40.268,57.409,84.000,Roll
1.023,-0.572,0.106,76.177,158.559,82.154,Roll
0.951,-0.641,0.289,122.658,279.948,91.595,Roll
0.889,-0.578,0.470,155.741,286.685,107.511,Roll
0.985,-0.518,0.977,169.619,286.685,126.376,Roll
0.049,-0.458,0.698,114.730,286.685,130.891,Roll
-0.556,-0.164,0.579,-0.306,286.685,62.484,Roll
-0.190,-0.301,0.275,-154.613,286.685,106.636,Roll
-0.607,-0.310,-0.087,-88.401,286.685,162.776,Roll
-1.185,-0.176,-0.750,-3.797,286.685,152.556,Roll
-1.260,-0.250,-0.231,49.026,240.966,70.332,Roll
-1.160,-0.310,-0.169,20.046,-19.434,-10.623,Roll
-1.032,-0.190,-0.446,32.130,-200.034,-41.037,Roll
-1.221,-0.317,0.440,99.295,-286.685,-56.105,Roll
-1.083,-0.350,0.641,-34.554,-286.685,-137.270,Roll
-0.523,-0.363,0.518,-181.046,-286.685,-246.829,Roll
-0.260,0.001,-0.241,-220.456,-286.685,-286.685,Roll
-0.320,-0.445,0.146,-104.580,-286.685,-286.685,Roll
0.922,-0.455,0.449,-63.368,-286.685,-254.739,Roll
1.115,-0.538,0.098,-80.106,-264.101,-139.667,Roll
0.902,-0.423,-0.106,-37.818,-194.460,-78.330,Roll
0.989,-0.441,0.034,0.849,-166.303,-25.865,Roll
1.006,-0.473,-0.030,16.284,-142.564,11.139,Roll
1.091,-0.563,-0.029,42.245,-52.526,29.514,Roll
1.243,-0.655,0.134,68.810,53.340,48.020,Roll
1.199,-0.601,0.109,81.848,169.768,78.838,Roll
1.112,-0.593,0.170,128.747,281.321,108.089,Roll
1.203,-0.559,0.577,165.042,286.685,143.185,Roll
1.117,-0.518,0.538,115.272,286.685,177.345,Roll
-0.079,-0.340,0.393,83.851,286.685,181.781,Roll
-0.545,-0.199,0.265,-10.456,286.685,113.251,Roll
-0.223,-0.317,0.462,-157.482,286.685,128.643,Roll
-0.651,-0.254,-0.657,-124.539,286.685,192.220,Roll
-1.056,-0.211,-0.545,21.438,286.685,177.607,Roll
-1.178,-0.348,-0.116,55.650,195.361,89.556,Roll
-1.127,-0.262,-0.354,26.722,-75.294,37.993,Roll
-1.125,-0.200,-0.026,83.029,-286.562,6.948,Roll
-1.280,-0.339,0.335,80.474,-286.685,-26.705,Roll
-1.073,-0.488,0.590,-0.429,-286.685,-116.323,Roll
-0.391,-0.308,0.125,-86.039,-286.685,-175.385,Roll
0.288,-0.042,0.147,-48.895,-286.685,-164.133,Roll
-0.016,-0.251,0.324,-81.384,-286.685,-203.901,Roll
0.672,-0.281,0.210,-87.159,-286.685,-206.027,Roll
1.998,-0.161,0.603,27.099,-286.685,-239.295,Roll
1.505,-0.534,0.487,-48.107,-145.827,-98.289,Roll
1.026,-0.401,0.099,-53.209,-24.885,3.920,Roll
1.177,-0.415,0.093,-3.307,-2.319,73.596,Roll
1.459,-0.492,0.403,34.877,60.034,115.666,Roll
1.608,-0.544,0.423,92.636,274.733,159.066,Roll
1.437,-0.602,0.419,91.875,286.685,196.884,Roll
0.814,-0.311,0.214,48.265,286.685,215.390,Roll
-0.032,-0.228,0.313,-27.230,286.685,219.301,Roll
-0.314,0.046,-0.109,-181.309,286.685,246.181,Roll
-0.662,-0.127,0.179,-103.819,286.685,286.685,Roll
-0.587,-0.096,-0.520,-155.986,286.685,286.685,Roll
-1.264,-0.296,-1.094,-2.284,286.685,225.776,Roll
-1.304,-0.293,-0.682,105.262,176.899,54.224,Roll
-1.200,-0.032,-0.431,106.418,-158.393,-212.161,Roll
-1.564,0.221,-1.075,98.831,-286.685,-228.568,Roll
-0.558,-0.260,0.310,112.096,-286.685,-286.685,Roll
0.337,-0.020,-0.280,-56.998,-286.685,-286.361,Roll
0.681,-0.060,0.018,-43.164,-286.685,-286.685,Roll
0.969,-0.252,0.032,-46.778,-286.685,-286.685,Roll
0.629,-0.536,0.475,98.753,-286.685,-286.685,Roll
1.040,-0.675,0.922,23.196,-286.685,-251.615,Roll
1.614,-0.436,0.478,-76.746,-103.766,-107.817,Roll
1.164,-0.360,-0.061,-71.129,44.048,13.248,Roll
1.155,-0.339,-0.050,-12.329,82.757,53.200,Roll
1.529,-0.399,0.306,43.321,181.764,102.970,Roll
1.481,-0.478,0.597,55.895,286.685,172.497,Roll
0.974,-0.396,0.334,31.474,286.685,264.180,Roll
0.568,-0.291,0.368,34.300,286.685,286.064,Roll
0.028,-0.017,0.323,-132.930,286.685,274.041,Roll
-0.460,-0.138,-0.127,-231.901,286.685,286.685,Roll
-0.620,-0.185,-0.146,-130.121,286.685,286.641,Roll
-1.176,-0.160,-0.840,-43.461,286.685,240.188,Roll
-1.339,-0.328,-0.522,93.293,262.019,92.636,Roll
-1.098,-0.347,-0.159,70.158,136.850,-12.504,Roll
-1.026,-0.191,-0.754,-38.640,-47.976,-72.056,Roll
-1.358,-0.243,-0.582,87.211,-280.508,-120.899,Roll
-1.136,-0.282,-0.221,114.573,-286.685,-159.399,Roll
-0.860,-0.375,0.142,63.857,-286.685,-211.732,Roll
-0.502,-0.297,0.029,36.662,-286.685,-208.408,Roll
-0.006,-0.153,0.026,-31.552,-286.685,-273.560,Roll
0.218,-0.003,0.384,-47.661,-286.685,-286.685,Roll
0.681,-0.095,0.106,-141.444,-286.685,-286.685,Roll
1.378,-0.544,0.529,-44.441,-286.466,-271.014,Roll
1.547,-0.530,0.109,-130.795,-143.561,-172.848,Roll
1.363,-0.422,-0.580,-45.080,-66.990,-58.170,Roll
1.442,-0.378,-0.588,51.616,-1.278,27.948,Roll
1.619,-0.471,0.381,150.684,124.600,116.007,Roll
1.465,-0.415,0.161,141.881,286.510,177.800,Roll
1.083,-0.341,0.350,150.605,286.685,250.959,Roll
0.609,-0.234,0.362,161.971,286.685,240.231,Roll
-0.052,0.041,0.662,180.539,286.685,117.959,Roll
-0.902,0.011,0.864,13.519,286.685,48.597,Roll
-0.850,-0.217,0.828,-170.065,286.685,89.294,Roll
-0.295,-0.272,-0.147,-187.871,286.685,66.456,Roll
-0.506,-0.493,-1.259,-9.642,286.685,30.642,Roll
-1.317,-0.474,0.083,101.561,282.170,-30.354,Roll
-0.816,-0.357,-0.394,-44.354,110.128,-61.057,Roll
-0.657,-0.378,-0.753,1.216,-255.518,-54.810,Roll
-1.145,-0.418,-0.321,54.679,-286.685,-17.745,Roll
-1.310,-0.479,-0.015,61.206,-286.685,-51.555,Roll
-0.395,-0.393,0.321,13.046,-286.685,-121.118,Roll
-0.236,0.007,0.370,-17.509,-286.685,-155.461,Roll
0.386,0.006,0.721,-28.770,-286.685,-233.284,Roll
0.669,-0.273,0.993,-47.049,-286.685,-241.133,Roll
0.894,-0.552,0.213,-84.884,-286.685,-179.069,Roll
1.434,-0.786,0.480,-42.639,-266.691,-67.323,Roll
1.068,-0.654,0.085,-43.732,-40.915,44.835,Roll
1.006,-0.597,-0.037,21.446,51.065,102.603,Roll
1.115,-0.588,0.063,73.579,164.693,126.289,Roll
1.153,-0.598,0.429,122.990,286.685,149.424,Roll
0.825,-0.464,0.669,110.600,286.685,175.665,Roll
-0.063,-0.235,0.610,39.961,286.685,189.857,Roll
-0.358,-0.220,1.013,-61.338,286.685,200.034,Roll
-0.429,-0.171,0.228,-152.679,286.685,211.864,Roll
-0.461,-0.261,-0.287,-76.344,286.685,180.871,Roll
-1.468,-0.492,-0.247,2.686,286.685,79.065,Roll
-0.948,-0.446,-0.056,-22.566,150.325,-33.670,Roll
-0.603,-0.310,-0.421,-29.540,-22.514,-54.189,Roll
-0.823,-0.405,-0.253,33.311,-111.571,-37.257,Roll
-1.344,-0.495,-0.029,65.564,-284.533,-46.436,Roll
-1.193,-0.457,0.009,53.191,-286.685,-141.216,Roll
-0.514,-0.429,0.092,50.689,-286.685,-268.503,Roll
0.151,-0.087,0.078,-64.855,-286.685,-286.685,Roll
0.067,-0.373,0.626,-28.884,-286.685,-286.685,Roll
0.356,-0.032,0.018,-141.523,-286.685,-286.685,Roll
1.791,-0.502,-0.460,-72.966,-286.685,-286.685,Roll
1.767,-0.643,0.260,-30.756,-263.331,-133.236,Roll
1.210,-0.618,-0.314,-33.425,-129.902,28.744,Roll
1.365,-0.643,-0.102,19.801,-1.304,124.136,Roll
1.366,-0.711,0.090,58.634,250.924,195.676,Roll
1.365,-0.703,-0.159,106.802,286.685,224.840,Roll
1.224,-0.727,0.330,143.238,286.685,255.561,Roll
0.910,-0.450,0.499,67.524,286.685,286.685,Roll
0.413,-0.174,0.180,-56.359,286.685,275.721,Roll
-0.528,0.025,-0.213,-75.582,286.685,264.259,Roll
-0.783,-0.253,0.459,-53.970,286.685,264.661,Roll
-0.545,-0.294,-0.167,-95.305,286.685,222.819,Roll
-0.706,-0.348,-1.008,-38.929,286.685,140.166,Roll
-0.859,-0.403,-0.676,37.354,283.299,65.082,Roll
-0.796,-0.386,-0.250,58.590,155.689,22.733,Roll
-0.589,-0.312,-0.922,46.708,-96.198,1.102,Roll
-1.012,-0.418,-0.307,122.089,-286.615,12.355,Roll
-1.321,-0.479,0.249,110.775,-286.685,-40.705,Roll
-0.976,-0.367,0.277,44.975,-286.685,-113.391,Roll
0.026,-0.292,0.418,-114.923,-286.685,-249.288,Roll
0.111,-0.154,0.215,-155.199,-286.685,-286.685,Roll
0.630,-0.483,0.413,79.966,-286.685,-286.685,Roll
1.196,-0.498,0.624,20.711,-286.685,-276.071,Roll
1.726,-0.619,0.762,-31.596,-189.026,-146.318,Roll
1.298,-0.627,0.257,-70.814,-41.493,-43.557,Roll
1.329,-0.582,0.249,-19.626,23.065,68.705,Roll
1.689,-0.633,0.283,34.554,132.212,189.893,Roll
1.666,-0.592,0.461,100.914,286.685,281.592,Roll
1.346,-0.311,0.421,112.341,286.685,286.685,Roll
0.353,-0.033,0.164,44.432,286.685,286.685,Roll
-0.417,0.025,-0.003,-247.345,286.685,277.279,Roll
-0.680,-0.207,-0.053,-190.592,286.685,286.685,Roll
-0.542,-0.212,-0.284,-106.452,286.685,262.281,Roll
-1.119,-0.346,-0.670,-92.750,286.685,192.010,Roll
-1.133,-0.457,-0.339,-28.000,278.617,65.966,Roll
-0.738,-0.416,-0.716,-22.199,121.363,-47.653,Roll
-0.567,-0.319,-1.196,2.170,-80.684,-96.705,Roll
-0.891,-0.313,-0.692,120.435,-282.179,-104.169,Roll
-1.103,-0.254,-0.167,152.932,-286.685,-132.667,Roll
-0.877,-0.266,-0.084,109.261,-286.685,-194.827,Roll
-0.343,-0.178,-0.223,15.802,-286.685,-276.745,Roll
0.606,-0.087,0.423,-82.224,-286.685,-286.685,Roll
0.604,-0.567,0.287,-38.972,-286.685,-286.685,Roll
0.896,-0.447,0.593,56.403,-286.685,-286.685,Roll
1.185,-0.507,0.607,-57.103,-253.654,-286.598,Roll
1.483,-0.545,0.381,-87.535,-117.066,-199.938,Roll
1.297,-0.668,-0.015,-58.643,-21.910,-67.812,Roll
1.474,-0.543,0.114,7.525,26.250,52.054,Roll
1.739,-0.524,0.640,50.514,147.945,170.117,Roll
1.606,-0.517,0.485,57.312,283.745,284.909,Roll
1.410,-0.380,0.203,73.973,286.685,286.685,Roll
0.689,0.087,-0.221,90.501,286.685,286.685,Roll
-0.090,0.031,0.015,-135.467,286.685,263.664,Roll
-0.452,0.017,-0.605,-278.784,286.685,286.379,Roll
-1.101,-0.271,-0.405,-84.647,286.685,279.781,Roll
-1.581,-0.367,-0.376,-49.114,286.685,184.555,Roll
-1.242,-0.369,-0.385,-58.791,286.685,26.119,Roll
-0.728,-0.295,-1.039,-31.561,152.101,-76.081,Roll
-0.677,-0.249,-1.060,67.051,-101.062,-95.069,Roll
-0.727,-0.263,-0.822,134.872,-285.443,-64.838,Roll
-1.015,-0.354,-0.349,159.110,-286.685,-65.039,Roll
-0.921,-0.420,-0.180,114.861,-286.685,-145.836,Roll
-0.584,-0.254,-0.084,55.037,-286.685,-283.876,Roll
0.272,-0.056,-0.722,-20.160,-286.685,-286.685,Roll
0.628,0.035,-0.173,181.755,-286.685,-286.685,Roll
0.834,0.084,0.464,162.479,-286.685,-286.685,Roll
1.345,-0.082,0.323,98.341,-286.685,-286.685,Roll
1.904,-0.224,0.470,27.816,-264.110,-278.688,Roll
1.694,-0.245,0.150,24.448,-107.109,-132.720,Roll
1.608,-0.143,0.225,50.225,-0.647,-9.249,Roll
1.717,-0.107,0.693,46.287,77.560,71.251,Roll
1.947,-0.162,1.162,-41.877,190.260,130.226,Roll
1.980,-0.072,0.554,-122.159,286.685,274.785,Roll
1.508,0.062,0.344,-139.396,286.685,286.685,Roll
1.048,0.167,0.338,-170.161,286.685,286.685,Roll
0.225,0.157,0.012,-268.161,286.685,286.685,Roll
0.188,-0.018,-0.185,-205.415,286.685,286.685,Roll
-0.062,0.038,-0.451,-241.544,286.685,286.685,Roll
-1.273,-0.306,-1.486,-124.110,286.685,259.639,Roll
-1.315,-0.409,-0.908,72.257,284.095,111.221,Roll
-1.028,-0.250,-0.421,73.973,187.416,-5.819,Roll
-0.863,-0.123,-0.736,38.798,-23.170,-114.397,Roll
-0.931,-0.292,-0.770,126.131,-255.185,-115.019,Roll
-0.962,-0.344,-0.264,186.244,-286.685,-115.412,Roll
-0.584,-0.322,-0.110,155.899,-286.685,-178.579,Roll
-0.192,-0.253,-0.360,102.025,-286.685,-232.409,Roll
0.206,0.048,-0.127,90.624,-286.685,-279.431,Roll
0.750,0.146,-0.073,96.189,-286.685,-286.685,Roll
1.244,-0.019,0.036,158.261,-286.685,-286.685,Roll
1.980,-0.067,1.735,224.508,-286.685,-286.221,Roll
1.671,-0.557,1.228,-41.169,-240.494,-246.242,Roll
1.724,-0.228,0.100,-41.510,-146.449,-147.542,Roll
1.578,-0.133,-0.085,24.640,40.967,32.279,Roll
1.365,-0.080,0.629,54.661,141.295,125.387,Roll
1.662,-0.199,1.063,-24.343,228.786,150.360,Roll
1.641,-0.151,0.743,-54.373,286.685,218.260,Roll
1.342,-0.107,0.566,-87.999,286.685,261.669,Roll
1.007,-0.139,0.607,-117.626,286.685,262.456,Roll
0.504,0.073,0.115,-147.884,286.685,256.069,Roll
-0.065,0.061,0.323,-103.933,286.685,191.152,Roll
0.086,-0.075,0.001,-278.469,286.685,190.199,Roll
-0.499,-0.221,-1.036,-197.234,286.685,171.666,Roll
-1.221,-0.386,-1.056,-2.852,286.685,114.345,Roll
-1.220,-0.359,-0.069,48.099,147.621,22.295,Roll
-0.982,-0.213,-0.489,2.870,29.260,-63.359,Roll
-0.991,-0.341,-0.399,14.280,-169.181,-127.522,Roll
-1.255,-0.407,-0.415,67.016,-286.685,-119.088,Roll
-0.893,-0.399,-0.280,122.622,-286.685,-147.070,Roll
-0.410,-0.380,-0.072,133.376,-286.685,-197.969,Roll
-0.224,-0.319,-0.288,137.025,-286.685,-250.819,Roll
0.328,0.098,0.010,158.742,-286.685,-286.081,Roll
0.938,0.026,0.528,195.633,-286.685,-286.685,Roll
1.162,-0.123,-0.034,107.459,-286.685,-286.685,Roll
1.639,-0.181,0.437,28.612,-267.636,-244.423,Roll
1.599,-0.309,0.612,4.454,-127.908,-168.254,Roll
1.484,-0.279,0.312,-15.767,-112.420,-104.720,Roll
1.406,-0.114,-0.161,6.589,42.998,-3.027,Roll
1.544,-0.073,0.795,22.129,194.688,64.164,Roll
1.656,-0.023,0.896,-69.440,272.737,117.268,Roll
1.661,-0.079,0.785,-99.295,286.685,169.496,Roll
1.589,-0.026,0.976,-146.484,286.685,230.956,Roll
1.158,0.197,0.835,-208.014,286.685,267.356,Roll
0.351,0.340,0.175,-286.685,286.685,248.561,Roll
0.129,0.234,-0.336,-286.685,286.685,267.628,Roll
-0.433,-0.425,-0.032,-227.246,286.685,254.074,Roll
-0.509,-0.254,-1.038,-125.991,286.685,146.134,Roll
-0.928,-0.297,-1.043,47.548,286.685,78.207,Roll
-1.096,-0.337,-0.347,92.531,158.130,-20.939,Roll
-1.025,-0.220,-0.285,67.952,-1.452,-75.136,Roll
-0.834,-0.385,-0.391,90.099,-230.659,-114.336,Roll
-1.046,-0.442,-0.287,132.676,-286.685,-79.957,Roll
-0.839,-0.509,0.219,157.859,-286.685,-104.632,Roll
